high,low,close,volume,timestamp
122,122,122,0.004545455,1381017600000
123.61,123.61,123.61,0.004545455,1381104000000
124.19,123.9,124.18,0.181436364,1381190400000
124.01687,123.84,123.84,0.128318182,1381276800000
125.86,125.85,125.86,0.090909091,1381363200000
127.5,127,127,0.181818182,1381536000000
131.8408,131.8408,131.8408,0.004545455,1381622400000
135.59,133.36726,135.59,0.545716062,1381708800000
153,133.87975,133.87975,0.195454545,1381795200000
146.14,137.63758,138.09,0.9195,1381881600000
144.73,137.52,143.79522,0.262590909,1381968000000
153.80147,146.2399,149.04856,1.0705,1382054400000
171.25,157.64,165.56,3.2975,1382140800000
166.52626,162.981,162.981,0.220382638,1382227200000
176.65277,165,176.32429,0.831940455,1382313600000
194.2,150,150,0.33526713,1382400000000
203.45,185.90287,203.45,1.782727273,1382486400000
207.30246,169.9201,193.0999,3.805498874,1382572800000
186.8,171.97,186.0499,3.054545455,1382659200000
185.8,179.8656,184.58,0.5,1382745600000
191.3,179.23624,191,3.177608636,1382832000000
195,195,195,0.028438228,1383004800000
203.94,195,203.77,0.441943135,1383091200000
202.27,199,202.1,0.102727273,1383177600000
207.96822,202.9,202.9,1.544569688,1383264000000
204.24,201.04,203.51,0.32070707,1383350400000
209.748,203.47,209.748,0.43569361,1383436800000
229.97,209.4001,226.9001,3.235246413,1383523200000
250.14053,222.05236,244.95532,1.146425639,1383609600000
269.42566,245.69019,263.73672,2.248216531,1383696000000
348.4093,262.8628,289.62884,1.490908926,1383782400000
330.64785,295.51602,330.64785,0.282968473,1383868800000
350,312.01,338.68,0.669241115,1383955200000
400,289.18978,317,2.083570427,1384041600000
362.5306,329.72864,340.725,0.817082751,1384128000000
500,346.55506,355,2.31813745,1384214400000
406,365,398,1.18835743,1384300800000
425.84138,404.8,425.62096,0.686196095,1384387200000
435,387.91236,410,4.562620992,1384473600000
444.50734,414.8989,438,1.058945651,1384560000000
491.50107,430,491.50107,0.764824054,1384646400000
700,496.36498,700,1.868077898,1384732800000
800,484,587.52083,2.49505734,1384819200000
636.94821,450,591.81,2.58049733,1384905600000
720,583.11045,670.06042,3.27568225,1384992000000
810,642.70057,796.56582,0.822474835,1385078400000
904.0765,768.76234,830.75754,1.95789593,1385164800000
838.97872,760.38,808.33476,0.605229329,1385251200000
818.36641,730,801.59886,0.493318705,1385337600000
900,768.58034,893.87025,0.629391894,1385424000000
1081.09181,890,994.95,2.10968841,1385510400000
1088.41486,935.0806,1000.32893,1.501380185,1385596800000
1198.8009,1012.39302,1165.425,1.583058602,1385683200000
1189.10145,1094.38283,1114.24001,1.034614675,1385769600000
1130,770,953.72943,2.386617109,1385856000000
1059,946.14514,1022.9544,1.676783456,1385942400000
1076.52087,995.4975,1063.46318,1.057767738,1386028800000
1120,981.75885,1079.93122,1.834219772,1386115200000
1110,855.7,1032.05233,2.938027263,1386201600000
1065.22702,838.51515,864.78197,2.85040223,1386288000000
950,600.96141,699.42201,5.569632169,1386374400000
801.45651,670.004,795.61257,2.175899751,1386460800000
914.29786,782.43239,899.72762,2.782647809,1386547200000
975.11,899.4394,959.11111,3.173491725,1386633600000
979.23,820,883.78144,1.956546518,1386720000000
919.07787,857.37669,873,0.354892358,1386806400000
916.59561,853.07,878.79707,1.185955637,1386892800000
885.34561,850,862.17448,0.554258044,1386979200000
885,820,863.71354,1.62205673,1387065600000
884,662.6585,709.93373,3.026524405,1387152000000
758.84502,674.73714,702,2.761181907,1387238400000
698.61378,380,528,9.600337422,1387324800000
700,517.62147,699.81249,1.809180375,1387411200000
718.21618,614.51908,665.44627,2.181126122,1387497600000
700,605,621.45299,0.531990842,1387584000000
681.38026,605,641.0361,2.46582011,1387670400000
680,633.71842,655.22662,1.253376665,1387756800000
683.7417,642,659.79308,0.499100573,1387843200000
684.51009,642,676,0.494972375,1387929600000
771,676,752.33596,3.133183756,1388016000000
769.005,714.14721,731.86466,1.512529663,1388102400000
745.2,715.52601,719,0.346770753,1388188800000
744.31657,715,733.0451,0.281802543,1388275200000
751,731.85612,749,0.401300899,1388361600000
750,730,739.73114,0.380578303,1388448000000
759.1104,737.15115,753.99,0.460314683,1388534400000
817.56149,750,788.30421,0.900608311,1388620800000
819.9,771.17795,808.51778,3.440696375,1388707200000
840,783.02,827.64784,1.51029799,1388793600000
980,827.4135,904.75,2.497688197,1388880000000
1019,886.43973,919.11176,3.413472164,1388966400000
945,810,810,2.245825322,1389052800000
899.84281,788,824.98287,0.871943434,1389139200000
870,807.42084,841.86934,0.370833386,1389225600000
857.34056,817,857.33056,0.364750475,1389312000000
918.05471,857.16554,899.84105,0.852194767,1389398400000
900.93989,833.00001,860,1.155883325,1389484800000
