high,low,close,volume,timestamp
55444.38856,54334.8939,55002.90963,359561.7695,1.63797E+12
57633.09845,53999.13495,57633.09845,791294.3887,1.63806E+12
58373.80327,57111.47666,58203.50559,408786.8811,1.63814E+12
59263.31771,56514.21135,57233.63701,2315875.97,1.63823E+12
59178.41451,56728.24314,57321.44042,4283236.962,1.63832E+12
57323.82351,56066.15578,56808.64979,4957205.856,1.6384E+12
57392.51962,53087.13274,53518.27685,9742184.831,1.63849E+12
53518.27685,46482.40273,49445.45933,14884924.73,1.63858E+12
49753.54814,48104.1119,49222.78902,6870454.067,1.63866E+12
50615.78041,47423.11937,50362.54012,9139715.516,1.63875E+12
51769.47982,50254.0137,50390.34398,7510805.138,1.63884E+12
50902.23895,48983.12209,50633.885,6025908.312,1.63892E+12
50743.46482,47674.44712,47978.93043,7667888.417,1.63901E+12
49827.05575,47257.20707,47257.20707,7906892.102,1.63909E+12
49292.37583,47114.87056,49292.37583,6206497.322,1.63918E+12
50612.4924,48771.2623,50237.47652,5110646.108,1.63927E+12
50279.99515,45964.7758,46818.38474,12225783.48,1.63935E+12
48507.80042,46620.65169,48463.41591,10137448.28,1.63944E+12
49430.01319,46803.04114,48992.5182,11046663.58,1.63953E+12
49393.1561,47337.96681,47699.16657,6539202.79,1.63961E+12
47871.62694,45676.97538,46293.4461,8760897.95,1.6397E+12
47161.69959,46117.7109,46885.85583,2313263.907,1.63979E+12
48109.56397,46547.24082,46547.24082,6509146.643,1.63987E+12
47345.60054,45749.84194,47042.72622,6402045.53,1.63996E+12
49324.29644,46963.43059,49041.78575,6166462.056,1.64004E+12
49456.94918,48564.82748,48564.82748,1606811.704,1.64013E+12
51266.84964,48270.64811,50753.17509,1774922.649,1.64022E+12
51703.90381,50657.43534,50886.22387,2203024.896,1.6403E+12
51155.35087,50395.32266,50584.99703,1282197.316,1.64039E+12
51189.79844,49648.39975,50859.16397,1590664.677,1.64048E+12
51915.50588,50632.54123,50632.54123,1948049.253,1.64056E+12
50632.54123,47514.71582,47818.5523,4522536.941,1.64065E+12
48100.11065,46157.03008,46233.4046,5336584.794,1.64074E+12
47862.4818,46030.1048,47311.25051,4503607.708,1.64082E+12
48524.46393,45768.59287,46445.39062,4685459.655,1.64091E+12
47927.17305,46358.73633,47649.21057,3345648.622,1.641E+12
48019.79652,46838.32023,47289.80614,3132845.828,1.64108E+12
47605.15074,45787.61136,46465.84097,3158806.55,1.64117E+12
47515.76511,45698.61176,46058.26105,4810766.249,1.64125E+12
47022.8815,42586.5415,43443.61155,11115411.32,1.64134E+12
43805.7124,42288.74094,43006.51051,6022777.93,1.64143E+12
43006.51051,40813.83822,41693.3071,10378360.24,1.64151E+12
42364.40532,40638.07263,41661.50577,7563745.784,1.6416E+12
42728.00667,41353.59923,41915.38317,3871667.485,1.64169E+12
42214.65439,39725.4434,41840.35398,8690188.047,1.64177E+12
43266.19507,41418.72173,42769.50837,4582118.273,1.64186E+12
44360.48944,42618.81429,44017.15939,4629245.953,1.64195E+12
44477.7426,42467.15346,42605.86513,4903872.393,1.64203E+12
43494.61535,41863.76032,43129.39031,5309779.928,1.64212E+12
43802.78571,42750.46616,43189.37878,3368202.167,1.6422E+12
43498.19799,42810.13825,43251.88734,2096375.655,1.64229E+12
43251.88734,41687.43194,42370.69381,4402452.454,1.64238E+12
42600.92015,41432.36052,42409.09914,4411589.681,1.64246E+12
42611.37825,41179.14655,41816.26655,8280334.062,1.64255E+12
43487.83498,40444.07079,40617.18704,10128337.9,1.64264E+12
41086.93038,36356.94968,36383.52757,19417142.95,1.64272E+12
36733.52722,33856.12634,35181.9741,16718394.04,1.64281E+12
36363.66921,34653.53031,36016.78095,6734352.016,1.6429E+12
37393.96533,32936.33988,36448.32626,16587277.49,1.64298E+12
37574.8213,35787.21562,36862.0681,7155829.118,1.64307E+12
38991.12325,36359.36487,36802.71402,7180205.998,1.64316E+12
37190.87538,35552.37009,37187.64807,6378987.3,1.64324E+12
38001.44114,36236.69969,37798.25751,3987239.895,1.64333E+12
38677.71791,37368.84568,38149.07991,2583025.067,1.64341E+12
38328.36941,37447.4604,37937.10714,1442330.51,1.6435E+12
38775.87985,36728.71882,38430.65677,3834106.248,1.64359E+12
39290.47635,38043.82617,38787.06632,5283560.661,1.64367E+12
39025.65916,36685.89476,36951.97857,3335656.676,1.64376E+12
37351.13368,36306.2105,37276.05728,3698565.481,1.64385E+12
41721.23268,37116.58506,41561.45192,5155610.625,1.64393E+12
41975.9483,40967.37623,41486.84591,5025281.607,1.64402E+12
42728.30967,41222.27796,42371.89425,4212630.365,1.64411E+12
44569.05734,41711.66177,43977.30996,6811352.482,1.64419E+12
45665.34396,42676.76616,44147.93185,5351470.513,1.64428E+12
44917.06115,43235.05959,44311.23241,3691165.421,1.64436E+12
45911.10804,43301.62334,43575.09993,6140442.358,1.64445E+12
43969.35486,41964.83271,42308.24004,5831120.49,1.64454E+12
43022.26824,41805.90584,42250.37214,2430828.218,1.64462E+12
42814.12826,41946.97978,42123.14023,1633734.168,1.64471E+12
43024.73037,41195.3038,42612.67389,3187461.96,1.6448E+12
44847.05151,42503.21985,44579.37394,2429065.235,1.64488E+12
44579.37394,43376.01715,43932.44751,2669126.446,1.64497E+12
44410.02111,39602.02653,40619.90156,5018947.145,1.64506E+12
40985.20054,39534.1472,40077.92903,4676168.8,1.64514E+12
40589.93635,39700.90959,40161.7016,1972788.432,1.64523E+12
40161.7016,38017.67495,38441.32733,4412656.454,1.64532E+12
39472.20665,36851.39702,37091.74528,11546334.15,1.6454E+12
38492.54133,36431.15544,38292.99902,7720532.068,1.64549E+12
39223.75438,37120.75531,37343.73469,2419311.808,1.64557E+12
39636.64281,34414.19525,38403.89439,17961080.29,1.64566E+12
39821.57919,38062.67468,39332.00836,7033971.286,1.64575E+12
40299.45313,38687.67015,39120.98007,2999179.838,1.64583E+12
39832.26414,37055.24549,37697.89679,4230118.198,1.64592E+12
44058.21409,37498.31564,43193.74717,10418608.54,1.64601E+12
44915.68831,42952.20901,44458.36623,3644218.606,1.64609E+12
45287.09992,43384.9264,43968.75452,3422577.311,1.64618E+12
44040.97775,41911.37935,42507.27533,2757949.457,1.64627E+12
42507.27533,38576.65709,39129.31948,3617619.807,1.64635E+12
39547.61884,38642.78854,39379.30999,1039108.114,1.64644E+12
